0.14;-0.05;0.83;46.55;-14.34;1.97;13.85
-0.12;-0.06;1.00;46.46;1.03;-5.77;5.20
-0.03;-0.01;0.91;46.55;9.39;3.07;-1.51
-0.09;0.03;0.99;46.27;7.90;9.02;12.24
-0.06;0.05;1.02;46.27;21.30;4.89;16.98
-0.03;0.03;1.01;46.46;-13.80;11.73;6.23
0.06;0.04;0.99;46.41;-14.03;1.02;3.15
0.19;-0.01;0.98;46.37;9.54;6.31;-6.76
0.03;0.03;1.01;46.46;22.66;5.37;0.44
0.07;0.03;0.99;46.46;6.69;-1.15;4.34
0.10;0.06;0.99;46.37;-4.82;-0.76;-8.42
0.11;0.03;0.95;46.55;-8.25;-3.74;-0.57
0.11;0.04;0.90;46.37;-0.50;-9.55;-1.56
0.13;0.04;0.98;46.46;8.34;-8.16;-1.18
0.17;0.04;0.92;46.46;12.57;-8.94;-4.37
-0.09;0.01;1.04;46.37;0.44;-0.05;1.13
-0.10;-0.02;1.12;46.41;-17.44;-5.01;-4.34
0.01;-0.02;1.05;46.37;-9.09;-13.58;-11.60
-0.04;0.01;1.05;46.41;-2.27;-0.63;-4.79
0.00;0.02;0.99;46.37;-26.92;3.40;-1.92
-0.08;0.01;0.94;46.60;-10.45;3.59;-1.81
-0.12;-0.01;1.00;46.55;-9.18;0.95;-5.07
-0.06;-0.02;0.93;46.41;1.82;1.29;-0.30
-0.11;-0.02;0.95;46.55;3.05;0.05;3.79
0.04;0.03;0.91;46.41;-11.93;4.11;6.84
0.04;0.00;0.79;46.37;2.02;18.95;3.94
0.11;-0.01;0.96;46.37;-8.59;-7.64;-20.28
0.19;0.00;0.94;46.60;13.97;-5.15;-11.84
0.17;-0.01;1.01;46.27;23.76;-6.42;-11.88
0.24;0.03;1.01;46.41;-4.27;11.15;4.85
0.13;-0.00;0.98;46.55;-7.81;12.18;7.50
0.15;0.04;0.99;46.37;-1.92;-9.63;-12.74
0.02;0.14;1.03;46.37;14.23;-6.33;0.28
0.05;0.16;0.92;46.55;24.09;-5.95;6.84
0.04;0.12;0.94;46.46;-4.19;-3.32;10.84
0.09;0.04;0.86;46.55;-6.63;-10.69;5.47
0.07;0.01;0.97;46.37;-16.53;6.73;6.00
0.09;-0.03;0.95;46.41;-22.19;-0.60;13.93
0.16;0.00;0.84;46.41;-2.92;-7.61;0.51
0.17;0.06;1.05;46.46;2.53;16.60;5.16
0.02;-0.15;0.88;46.27;-1.85;5.72;3.76
-0.03;-0.32;0.90;46.37;-11.47;0.71;7.93
0.03;-0.12;0.94;46.41;-2.74;-1.23;2.99
-0.00;-0.13;0.98;46.41;-8.24;5.82;6.82
0.04;-0.14;0.99;46.46;5.25;0.22;5.69
0.10;-0.05;0.97;46.27;4.06;12.12;3.86
0.02;-0.07;0.93;46.27;-11.92;7.08;1.92
0.03;-0.05;0.98;46.55;-13.26;-2.05;-5.82
0.05;-0.02;1.03;46.46;-19.34;2.77;-14.60
0.01;-0.05;0.96;46.46;-21.73;23.49;3.24
0.10;-0.07;0.95;46.41;-6.92;-3.11;-9.11
0.03;-0.08;0.92;46.41;10.65;-2.79;-14.88
0.05;-0.08;0.95;46.46;-2.69;-2.27;-12.02
0.11;-0.01;0.96;46.46;-10.14;-4.37;-16.54
0.10;0.07;0.95;46.41;5.72;3.29;0.61
0.03;0.04;0.97;46.22;19.18;-7.44;2.38
0.01;-0.05;0.99;46.41;11.56;-4.85;11.52
0.02;-0.10;1.05;46.41;21.76;-11.59;0.70
0.06;-0.08;1.00;46.41;11.40;-4.94;-1.62
0.12;0.01;0.98;46.41;1.76;-7.47;-2.27
0.13;-0.03;0.96;46.41;-4.63;-8.02;-12.47
0.13;-0.06;0.87;46.37;-14.14;-3.95;-7.56
0.13;-0.03;0.92;46.13;-11.27;1.59;-6.56
0.16;0.02;0.92;46.27;6.07;11.12;-5.83
0.13;-0.01;0.90;46.37;3.15;10.44;-2.31
0.10;-0.11;0.96;46.65;-12.89;0.77;-3.11
0.08;-0.14;0.96;46.55;-7.30;6.98;6.98
0.11;-0.14;0.91;46.27;-17.95;-0.66;2.54
0.16;-0.10;0.91;46.37;3.53;21.92;18.09
0.07;-0.03;0.99;46.46;7.16;4.45;-2.47
0.10;0.02;1.03;46.46;-17.82;-8.40;-7.89
0.08;0.03;0.99;46.41;-18.18;4.99;5.58
0.04;-0.05;0.87;46.27;-8.23;3.37;-4.55
0.12;-0.03;0.97;46.55;2.09;-1.61;-0.56
0.11;0.01;1.01;46.55;-7.60;-3.47;-1.07
0.08;0.01;0.98;46.41;-5.75;7.53;-0.50
0.04;0.02;0.97;46.37;-1.15;-0.18;-5.21
0.10;0.05;0.97;46.37;-3.50;-5.04;1.79
0.13;0.08;0.97;46.41;-3.16;-8.37;1.25
0.17;0.06;0.95;46.22;9.11;9.82;5.05
0.10;-0.02;0.97;46.46;12.44;8.77;15.40
0.01;-0.10;1.01;46.46;10.18;14.43;7.16
0.03;-0.12;1.06;46.41;17.33;-0.82;0.64
0.06;-0.06;0.98;46.27;-12.50;6.00;1.15
0.12;0.00;0.94;46.55;-1.89;0.79;-6.82
0.10;0.01;0.94;46.27;-6.63;4.85;-9.15
0.14;-0.02;0.90;46.22;-8.77;2.82;-8.07
0.08;-0.03;0.94;46.41;-11.11;8.34;-12.63
0.02;-0.12;0.99;46.37;-15.19;6.16;-8.03
0.04;-0.13;0.93;46.37;-14.98;0.24;-0.25
0.05;-0.10;0.97;46.46;-14.76;-1.48;-3.05
0.01;-0.18;0.93;46.55;-7.27;0.16;2.87
0.16;-0.13;0.95;46.37;-5.72;4.31;15.72
0.02;-0.09;0.96;46.55;-4.42;0.60;2.34
0.05;-0.07;1.00;46.46;-20.47;11.74;3.78
-0.01;-0.03;1.10;46.27;-5.06;6.13;3.93
-0.00;-0.02;0.95;46.41;-8.73;-6.21;-6.63
0.04;-0.04;0.93;46.46;-12.77;-12.27;-12.18
0.09;-0.04;0.97;46.27;-12.11;-4.97;-7.66
0.13;0.01;0.93;46.41;10.17;6.56;-1.28
0.08;-0.01;1.02;46.22;17.85;4.16;0.21
0.03;-0.01;0.99;46.55;3.99;4.48;0.95
0.03;-0.06;0.90;46.46;-4.86;1.00;3.18
0.04;-0.09;1.02;46.13;9.53;-2.58;3.27
0.04;-0.14;0.97;46.37;10.02;-4.54;0.49
0.06;-0.09;0.98;46.46;-17.33;4.75;6.20
0.02;-0.09;0.95;46.22;-8.25;-1.92;-2.24
0.03;-0.11;0.96;46.41;-2.15;1.24;-8.34
0.04;-0.13;0.98;46.22;8.14;-2.28;-6.07
-0.04;-0.12;0.96;46.27;9.95;5.75;3.62
0.02;-0.05;1.05;46.46;1.27;-17.73;1.87
0.03;-0.03;0.99;46.27;7.01;-10.79;6.55
0.02;-0.02;0.93;46.46;1.79;-1.42;7.04
0.03;-0.00;0.97;46.37;0.60;-2.09;3.41
0.07;0.01;0.96;46.41;-1.13;-2.09;0.53
0.06;0.01;0.96;46.37;-0.94;-0.05;3.63
0.06;0.01;0.97;46.27;-1.27;-0.10;-0.94
0.06;0.01;0.96;46.22;-1.50;0.53;-0.92
0.06;0.01;0.96;46.22;-1.20;0.37;-1.01
0.06;0.01;0.96;46.37;-1.31;0.31;-1.14
0.06;0.00;0.96;46.27;-1.37;0.53;-1.07
0.06;0.01;0.95;46.27;-1.10;0.28;-0.81
